name,num_warmups,forward_times_mean,backward_times_mean,forward_times_std,backward_times_std,memory_usage,compile_model,compile_attention,d_model,seq_len
small,5,3.3854 ms,18.8313 ms,2.2950 ms,2.9083 ms,1347.18 MB,1,0,32,256
