name,num_warmups,forward_times_mean,backward_times_mean,forward_times_std,backward_times_std,memory_usage,compile_model,compile_attention,d_model,seq_len
small,5,5.4749 ms,15.0853 ms,0.0082 ms,0.0148 ms,5604.84 MB,1,0,16,1024
