d_model,seq_len,compile_attention,forward_times_mean,backward_times_mean,end_to_end_times_mean,forward_times_std,backward_times_std,end_to_end_times_std
64,1024,1,0.7208 ms,0.8446 ms,1.5723 ms,0.0225 ms,0.1650 ms,0.1605 ms
