d_model,seq_len,compile_attention,forward_times_mean,backward_times_mean,end_to_end_times_mean,forward_times_std,backward_times_std,end_to_end_times_std
32,8192,0,0.1393 ms,0.2926 ms,0.4376 ms,0.0043 ms,0.0044 ms,0.0070 ms
