d_model,seq_len,compile_attention,forward_times_mean,backward_times_mean,end_to_end_times_mean,forward_times_std,backward_times_std,end_to_end_times_std
16,1024,1,0.7130 ms,0.7862 ms,1.5060 ms,0.0170 ms,0.0130 ms,0.0241 ms
