d_model,seq_len,compile_attention,forward_times_mean,backward_times_mean,end_to_end_times_mean,forward_times_std,backward_times_std,end_to_end_times_std
128,512,1,0.7130 ms,0.7835 ms,1.5033 ms,0.0169 ms,0.0149 ms,0.0278 ms
