d_model,seq_len,compile_attention,forward_times_mean,backward_times_mean,end_to_end_times_mean,forward_times_std,backward_times_std,end_to_end_times_std
16,8192,0,0.1395 ms,0.2934 ms,0.4387 ms,0.0052 ms,0.0071 ms,0.0091 ms
