d_model,seq_len,compile_attention,forward_times_mean,backward_times_mean,end_to_end_times_mean,forward_times_std,backward_times_std,end_to_end_times_std
32,2048,0,0.1675 ms,0.3105 ms,0.4836 ms,0.0060 ms,0.0023 ms,0.0059 ms
