d_model,seq_len,compile_attention,forward_times_mean,backward_times_mean,end_to_end_times_mean,forward_times_std,backward_times_std,end_to_end_times_std
32,16384,1,0.7097 ms,0.7757 ms,1.4921 ms,0.0126 ms,0.0116 ms,0.0184 ms
