name,num_warmups,forward_times_mean,backward_times_mean,forward_times_std,backward_times_std,memory_usage,compile_model,compile_attention,d_model,seq_len
small,5,6.1644 ms,15.5298 ms,0.0117 ms,0.0217 ms,5669.91 MB,1,0,32,1024
