name,num_warmups,forward_times_mean,backward_times_mean,forward_times_std,backward_times_std,memory_usage,compile_model,compile_attention,d_model,seq_len
small,5,16.3879 ms,24.4015 ms,0.4682 ms,0.0320 ms,8175.22 MB,0,1,64,1024
