name,num_warmups,forward_times_mean,backward_times_mean,forward_times_std,backward_times_std,memory_usage,compile_model,compile_attention,d_model,seq_len
small,5,17.2541 ms,34.5115 ms,0.1192 ms,0.0906 ms,8513.44 MB,0,0,128,1024
